Product_ID,Customer_ID,Customer_rank
691292,1365761,
691292,1366257,
691292,1366365,
691292,1367382,
691292,1367509,
691292,1367564,
691292,1367708,
691292,1516,
691292,153529,
691292,316610,
691292,42729,
691292,427420,
691292,485386,
691292,56472,
691292,64793,
691292,79044,
691292,87741,
691292,9176,
709289,256484,
715330,17,
720377,17,
72324,17,
728714,17,
733838,17,
739977,223722,
752381,17,
820155,17,
8204,7371,
826742,17,
855708,1117811,
856807,17,
858522,17,
861609,1722076,
864479,17,
866810,17,
874587,1745468,
880033,928872,
892668,17,
90923,9166,
920577,17,
927689,283,
929481,90215,
933240,17,
949627,283,
952196,175389,
954198,17,
965545,17,
975562,1934520,
999047,1974447,
